P1000-1	P2416	118	18495	16
P1000-1	P2416-1	118	18495	7
P1000-1	P641	118	1000276	2
P1000-1	P641-1	118	1000276	1
P1000-1	P793	118	56031	24
P1000	P1000-1	118	118	12
P1000	P2416	118	18495	7
P1000	P2416-1	118	18495	16
P1000	P641	118	1000276	1
P1000	P641-1	118	1000276	2
P1000	P793-1	118	56031	24
P1001-1	P101-1	47318	88453	2
P1001-1	P1027-1	47318	5488	1
P1001-1	P1037	47318	3376	20
P1001-1	P123-1	47318	114023	1
P1001-1	P126	47318	34913	1
P1001-1	P126-1	47318	34913	1
P1001-1	P1269-1	47318	41477	4
P1001-1	P127-1	47318	134431	3
P1001-1	P1304	47318	69	1
P1001-1	P131	47318	5934249	7
P1001-1	P131-1	47318	5934249	665
P1001-1	P1313	47318	14327	9089
P1001-1	P1336	47318	780	1
P1001-1	P137-1	47318	107154	2
P1001-1	P1376	47318	52291	5
P1001-1	P1376-1	47318	52291	1
P1001-1	P138-1	47318	163273	6
P1001-1	P1433-1	47318	17985957	6
P1001-1	P1454-1	47318	38056	1
P1001-1	P1456	47318	8508	4
P1001-1	P150	47318	1009824	1
P1001-1	P150-1	47318	1009824	2
P1001-1	P1535	47318	3105	1
P1001-1	P1542-1	47318	2347	1
P1001-1	P1546	47318	349	5
P1001-1	P1552	47318	13559	1
P1001-1	P159	47318	188922	4
P1001-1	P159-1	47318	188922	78
P1001-1	P163	47318	3148	1719
P1001-1	P17	47318	9441109	1
P1001-1	P17-1	47318	9441109	6581
P1001-1	P180-1	47318	237814	1
P1001-1	P1830	47318	2412	1
P1001-1	P1906	47318	355	229
P1001-1	P194	47318	1994	1352
P1001-1	P208	47318	797	581
P1001-1	P208-1	47318	797	2
P1001-1	P209	47318	138	125
P1001-1	P2348-1	47318	112635	2
P1001-1	P237	47318	4023	1266
P1001-1	P2388	47318	1866	42
P1001-1	P2389-1	47318	1812	20
P1001-1	P2541	47318	4242	2
P1001-1	P2541-1	47318	4242	112
P1001-1	P2596-1	47318	2966	1
P1001-1	P263-1	47318	999	2
P1001-1	P2670	47318	12950	1
P1001-1	P27-1	47318	2980935	2
P1001-1	P276-1	47318	928885	18
P1001-1	P279-1	47318	1923983	5
P1001-1	P2852	47318	577	1
P1001-1	P2872	47318	225	1
P1001-1	P291-1	47318	65018	1
P1001-1	P35	47318	842	1
P1001-1	P355	47318	64391	2
P1001-1	P36	47318	71525	1
P1001-1	P361	47318	1361387	1
P1001-1	P36-1	47318	71525	16
P1001-1	P361-1	47318	1361387	72
P1001-1	P38	47318	1550	18
P1001-1	P418	47318	30	1
P1001-1	P457	47318	393	55
P1001-1	P463	47318	229446	1
P1001-1	P463-1	47318	229446	2
P1001-1	P466-1	47318	17458	1
P1001-1	P467-1	47318	3306	1
P1001-1	P485	47318	16483	2
P1001-1	P488	47318	6787	6
P1001-1	P495-1	47318	829100	5
P1001-1	P50-1	47318	2628096	1
P1001-1	P5125	47318	638	8
P1001-1	P527	47318	1134965	26
P1001-1	P6	47318	17960	9
P1001-1	P609-1	47318	26167	1
P1001-1	P706	47318	20599	1
P1001-1	P708-1	47318	51682	18
P1001-1	P740-1	47318	28074	1
P1001-1	P748-1	47318	799	3
P1001-1	P749-1	47318	73608	5
P1001-1	P768-1	47318	3271	1
P1001-1	P78	47318	325	4
P1001-1	P793	47318	56031	1
P1001-1	P797	47318	424	28
P1001-1	P805-1	47318	451	1
P1001-1	P832	47318	499	1
P1001-1	P85	47318	637	24
P1001-1	P92	47318	757	17
P1001-1	P921-1	47318	2663842	4
P1001-1	P937-1	47318	229743	2
P1001-1	P971-1	47318	1008889	1
P1001-1	P98-1	47318	10387	2
P1001	P1001-1	47318	47318	4
P1001	P101	47318	88453	2
P1001	P1027	47318	5488	1
P1001	P1037-1	47318	3376	20
P1001	P123	47318	114023	1
P1001	P126	47318	34913	1
P1001	P126-1	47318	34913	1
P1001	P1269	47318	41477	4
P1001	P127	47318	134431	3
P1001	P1304-1	47318	69	1
P1001	P131	47318	5934249	669
P1001	P131-1	47318	5934249	7
P1001	P1313-1	47318	14327	9092
P1001	P1336-1	47318	780	1
P1001	P137	47318	107154	2
P1001	P1376	47318	52291	1
P1001	P1376-1	47318	52291	5
P1001	P138	47318	163273	6
P1001	P1433	47318	17985957	6
P1001	P1454	47318	38056	1
P1001	P1456-1	47318	8508	4
P1001	P150	47318	1009824	2
P1001	P150-1	47318	1009824	1
P1001	P1535-1	47318	3105	1
P1001	P1542	47318	2347	1
P1001	P1546-1	47318	349	5
P1001	P1552-1	47318	13559	1
P1001	P159	47318	188922	82
P1001	P159-1	47318	188922	4
P1001	P163-1	47318	3148	1722
P1001	P17	47318	9441109	6666
P1001	P17-1	47318	9441109	1
P1001	P180	47318	237814	1
P1001	P1830-1	47318	2412	1
P1001	P1906-1	47318	355	231
P1001	P194-1	47318	1994	1355
P1001	P208	47318	797	2
P1001	P208-1	47318	797	595
P1001	P209-1	47318	138	133
P1001	P2348	47318	112635	2
P1001	P237-1	47318	4023	1274
P1001	P2388-1	47318	1866	42
P1001	P2389	47318	1812	20
P1001	P2541	47318	4242	123
P1001	P2541-1	47318	4242	2
P1001	P2596	47318	2966	1
P1001	P263	47318	999	2
P1001	P2670-1	47318	12950	1
P1001	P27	47318	2980935	2
P1001	P276	47318	928885	19
P1001	P279	47318	1923983	5
P1001	P2852-1	47318	577	1
P1001	P2872-1	47318	225	1
P1001	P291	47318	65018	1
P1001	P35-1	47318	842	1
P1001	P355-1	47318	64391	2
P1001	P36	47318	71525	16
P1001	P361	47318	1361387	73
P1001	P36-1	47318	71525	1
P1001	P361-1	47318	1361387	1
P1001	P38-1	47318	1550	18
P1001	P407	47318	1365002	1
P1001	P418-1	47318	30	1
P1001	P457-1	47318	393	63
P1001	P463	47318	229446	2
P1001	P463-1	47318	229446	1
P1001	P466	47318	17458	1
P1001	P467	47318	3306	1
P1001	P485-1	47318	16483	2
P1001	P488-1	47318	6787	6
P1001	P495	47318	829100	101
P1001	P50	47318	2628096	2
P1001	P5125-1	47318	638	9
P1001	P527-1	47318	1134965	26
P1001	P609	47318	26167	1
P1001	P6-1	47318	17960	9
P1001	P706-1	47318	20599	1
P1001	P708	47318	51682	18
P1001	P710	47318	104186	2
P1001	P740	47318	28074	1
P1001	P748	47318	799	3
P1001	P749	47318	73608	5
P1001	P768	47318	3271	1
P1001	P78-1	47318	325	6
P1001	P793-1	47318	56031	2
P1001	P797-1	47318	424	28
P1001	P805	47318	451	1
P1001	P832-1	47318	499	1
P1001	P85-1	47318	637	28
P1001	P921	47318	2663842	9
P1001	P92-1	47318	757	18
P1001	P937	47318	229743	2
P1001	P971	47318	1008889	1
P1001	P98	47318	10387	2
P1002-1	P279-1	538	1923983	55
P1002	P279	538	1923983	55
P1011-1	P1012-1	23	33	1
P1011	P1012	23	33	1
P101-1	P1018	88453	134	4
P101-1	P102-1	88453	293340	6
P101-1	P103-1	88453	75383	2
P101-1	P1035-1	88453	291	1
P101-1	P1037	88453	3376	1
P101-1	P1050-1	88453	6086	2
P101-1	P1056	88453	9131	2
P101-1	P1056-1	88453	9131	1
P101-1	P106-1	88453	4175571	2381
P101-1	P1066-1	88453	21110	4
P101-1	P108-1	88453	292109	11
P101-1	P112	88453	28457	20
P101-1	P112-1	88453	28457	3
P101-1	P1142-1	88453	10866	3
P101-1	P123-1	88453	114023	1
P101-1	P1269-1	88453	41477	5
P101-1	P127	88453	134431	2
P101-1	P1303-1	88453	59784	6
P101-1	P131-1	88453	5934249	8
P101-1	P1344-1	88453	340676	2
P101-1	P135	88453	43742	1
P101-1	P135-1	88453	43742	17
P101-1	P136-1	88453	725023	136
P101-1	P137	88453	107154	5
P101-1	P137-1	88453	107154	1
P101-1	P138	88453	163273	10
P101-1	P138-1	88453	163273	15
P101-1	P1399-1	88453	4973	1
P101-1	P140-1	88453	138216	68
P101-1	P1412-1	88453	660082	85
P101-1	P1416-1	88453	12701	1
P101-1	P1462	88453	2309	1
P101-1	P149-1	88453	54132	1
P101-1	P1535	88453	3105	1
P101-1	P1542	88453	2347	1
P101-1	P1557-1	88453	457	1
P101-1	P1576-1	88453	784	2
P101-1	P159-1	88453	188922	1
P101-1	P1640	88453	184	1
P101-1	P166-1	88453	734462	1
P101-1	P169	88453	1949	3
P101-1	P170	88453	410872	8
P101-1	P17-1	88453	9441109	3
P101-1	P172-1	88453	58617	3
P101-1	P1731-1	88453	316	1
P101-1	P175	88453	290349	1
P101-1	P175-1	88453	290349	1
P101-1	P178	88453	29717	4
P101-1	P1789	88453	26	1
P101-1	P180-1	88453	237814	4
P101-1	P1840	88453	188	1
P101-1	P1889	88453	293748	3
P101-1	P1889-1	88453	293748	2
P101-1	P19-1	88453	1965589	5
P101-1	P1923-1	88453	41494	1
P101-1	P199-1	88453	635	1
P101-1	P1995	88453	6936	7
P101-1	P1995-1	88453	6936	4
P101-1	P20-1	88453	755194	1
P101-1	P2079-1	88453	22092	1
P101-1	P21-1	88453	3872079	1
P101-1	P22-1	88453	129932	1
P101-1	P2283	88453	3610	1
P101-1	P2283-1	88453	3610	3
P101-1	P241-1	88453	60333	4
P101-1	P2416-1	88453	18495	23
P101-1	P2541-1	88453	4242	2
P101-1	P2578	88453	853	4
P101-1	P2578-1	88453	853	2
P101-1	P2579	88453	875	2
P101-1	P2579-1	88453	875	5
P101-1	P2650-1	88453	2175	63
P101-1	P27-1	88453	2980935	11
P101-1	P276-1	88453	928885	1
P101-1	P279	88453	1923983	2
P101-1	P279-1	88453	1923983	4
P101-1	P2868	88453	91401	1
P101-1	P287	88453	7787	1
P101-1	P30-1	88453	45797	2
P101-1	P3095	88453	807	9
P101-1	P3342	88453	775	1
P101-1	P361	88453	1361387	2
P101-1	P361-1	88453	1361387	8
P101-1	P366	88453	38922	1
P101-1	P366-1	88453	38922	2
P101-1	P371	88453	8562	1
P101-1	P37-1	88453	6234	3
P101-1	P39-1	88453	525809	11
P101-1	P3912-1	88453	3798	1
P101-1	P3931	88453	258	1
P101-1	P3938	88453	129	1
P101-1	P40	88453	173979	1
P101-1	P407-1	88453	1365002	1
P101-1	P410-1	88453	55167	1
P101-1	P413-1	88453	260930	2
P101-1	P452-1	88453	25964	22
P101-1	P463-1	88453	229446	6
P101-1	P485	88453	16483	4
P101-1	P488	88453	6787	2
P101-1	P50	88453	2628096	1
P101-1	P50-1	88453	2628096	1
P101-1	P509-1	88453	59567	1
P101-1	P512-1	88453	59158	1
P101-1	P527	88453	1134965	1
P101-1	P54-1	88453	1124886	1
P101-1	P551-1	88453	67218	1
P101-1	P607-1	88453	143950	1
P101-1	P61	88453	71625	18
P101-1	P611-1	88453	12413	6
P101-1	P641-1	88453	1000276	84
P101-1	P69-1	88453	866105	3
P101-1	P710	88453	104186	1
P101-1	P737-1	88453	8082	2
P101-1	P740-1	88453	28074	1
P101-1	P793-1	88453	56031	1
P101-1	P800	88453	41951	1
P101-1	P800-1	88453	41951	12
P101-1	P802	88453	13737	1
P101-1	P812-1	88453	341	4
P101-1	P828	88453	2714	1
P101-1	P828-1	88453	2714	1
P101-1	P921	88453	2663842	1
P101-1	P921-1	88453	2663842	61
P101-1	P937-1	88453	229743	3
P101-1	P97-1	88453	26249	1
P1012-1	P179	33	94189	8
P1012-1	P279	33	1923983	6
P1012-1	P361	33	1361387	3
P1012	P179-1	33	94189	8
P1012	P279-1	33	1923983	6
P1012	P361-1	33	1361387	3
P1013-1	P460	39	188100	1
P1013-1	P460-1	39	188100	1
P1013-1	P734-1	39	931470	1
P1013	P460	39	188100	1
P1013	P460-1	39	188100	1
P1013	P734	39	931470	1
P1018-1	P1269	134	41477	12
P1018-1	P1412	134	660082	1
P1018-1	P170-1	134	410872	1
P1018-1	P199	134	635	1
P1018-1	P2578	134	853	1
P1018-1	P2936	134	3128	1
P1018-1	P37	134	6234	12
P1018	P1269-1	134	41477	12
P1018	P1412-1	134	660082	1
P1018	P170	134	410872	1
P1018	P199-1	134	635	1
P1018	P2578-1	134	853	1
P1018	P2936-1	134	3128	1
P1018	P37-1	134	6234	12
P101	P101-1	88453	88453	5
P101	P1018-1	88453	134	4
P101	P102	88453	293340	6
P101	P103	88453	75383	2
P101	P1035	88453	291	1
P101	P1037-1	88453	3376	1
P101	P1050	88453	6086	2
P101	P1056	88453	9131	1
P101	P1056-1	88453	9131	2
P101	P106	88453	4175571	2381
P101	P1066	88453	21110	4
P101	P108	88453	292109	11
P101	P112	88453	28457	3
P101	P112-1	88453	28457	20
P101	P1142	88453	10866	3
P101	P123	88453	114023	1
P101	P1269	88453	41477	5
P101	P127-1	88453	134431	2
P101	P1303	88453	59784	6
P101	P131	88453	5934249	8
P101	P1344	88453	340676	2
P101	P135	88453	43742	17
P101	P135-1	88453	43742	1
P101	P136	88453	725023	136
