P2358-1	4164	37	4156	2	815
P2359	3229	3225	331	229	3
P2359-1	3229	331	3225	3	229
P2360	158	123	108	14	8
P2360-1	158	108	123	8	14
P2361	1	1	1	1	1
P2361-1	1	1	1	1	1
P2363	3341	3339	6	1400	2
P2363-1	3341	6	3339	2	1400
P2365	124	113	71	8	2
P2365-1	124	71	113	2	8
P2366	3	3	2	2	1
P2366-1	3	2	3	1	2
P237	4023	3981	3643	31	3
P237-1	4023	3643	3981	3	31
P2371	78	78	6	30	1
P2371-1	78	6	78	1	30
P2373	2	2	2	1	1
P2373-1	2	2	2	1	1
P2375	19	19	19	1	1
P2375-1	19	19	19	1	1
P2376	20	20	19	2	1
P2376-1	20	19	20	1	2
P2377	2764	974	423	322	44
P2377-1	2764	423	974	44	322
P2378	175	167	144	5	7
P2378-1	175	144	167	7	5
P2379	110	110	25	18	1
P2379-1	110	25	110	1	18
P238	122	122	119	2	1
P238-1	122	119	122	1	2
P2384	151	140	60	44	2
P2384-1	151	60	140	2	44
P2388	1866	1837	1740	40	7
P2388-1	1866	1740	1837	7	40
P2389	1812	1785	1764	3	3
P2389-1	1812	1764	1785	3	3
P2392	3	3	3	1	1
P2392-1	3	3	3	1	1
P2393	22	22	22	1	1
P2393-1	22	22	22	1	1
P2394	25	25	25	1	1
P2394-1	25	25	25	1	1
P2396	16	16	11	3	1
P2396-1	16	11	16	1	3
P240	2	2	2	1	1
P240-1	2	2	2	1	1
P2408	1562	1378	339	309	11
P2408-1	1562	339	1378	11	309
P241	60333	57127	1225	12269	10
P241-1	60333	1225	57127	10	12269
P2414	5	5	5	1	1
P2414-1	5	5	5	1	1
P2416	18495	15969	318	1901	12
P2416-1	18495	318	15969	12	1901
P2417	13383	1583	2579	94	116
P2417-1	13383	2579	1583	116	94
P242	208	208	205	2	1
P242-1	208	205	208	1	2
P2425	3	3	3	1	1
P2425-1	3	3	3	1	1
P2426	1	1	1	1	1
P2426-1	1	1	1	1	1
P2433	1	1	1	1	1
P2433-1	1	1	1	1	1
P2438	606	574	433	10	9
P2438-1	606	433	574	9	10
P2441	1	1	1	1	1
P2441-1	1	1	1	1	1
P2443	2	2	2	1	1
P2443-1	2	2	2	1	1
P2445	10	10	9	2	1
P2445-1	10	9	10	1	2
P2453	40	10	40	1	26
P2453-1	40	40	10	26	1
P2462	91	91	51	7	1
P2462-1	91	51	91	1	7
P2471	1	1	1	1	1
P2471-1	1	1	1	1	1
P2479	1	1	1	1	1
P2479-1	1	1	1	1	1
P248	1706	1616	317	765	22
P248-1	1706	317	1616	22	765
P2499	362	353	318	6	3
P2499-1	362	318	353	3	6
P25	39085	38874	21934	101	5
P25-1	39085	21934	38874	5	101
P2500	381	325	362	5	8
P2500-1	381	362	325	8	5
P2501	74	19	70	5	47
P2501-1	74	70	19	47	5
P2502	33	21	26	7	9
P2502-1	33	26	21	9	7
P2503	10	10	10	1	1
P2503-1	10	10	10	1	1
P2505	3776	3637	1901	118	6
P2505-1	3776	1901	3637	6	118
P2507	10	10	10	1	1
P2507-1	10	10	10	1	1
P2512	183	136	176	2	6
P2512-1	183	176	136	6	2
P2515	4475	4397	646	176	4
P2515-1	4475	646	4397	4	176
P2517	2566	2520	2494	5	10
P2517-1	2566	2494	2520	10	5
P2521	8	8	8	1	1
P2521-1	8	8	8	1	1
P2522	4200	1333	3491	217	57
P2522-1	4200	3491	1333	57	217
P2534	29	29	28	2	1
P2534-1	29	28	29	1	2
P2537	7	7	7	1	1
P2537-1	7	7	7	1	1
P2541	4242	3361	1051	541	111
P2541-1	4242	1051	3361	111	541
P2545	1370	1370	10	832	1
P2545-1	1370	10	1370	1	832
P2546	122	119	86	10	2
P2546-1	122	86	119	2	10
P2548	538086	537906	2	270280	2
P2548-1	538086	2	537906	2	270280
P2550	115	103	111	2	5
P2550-1	115	111	103	5	2
P2551	39	39	20	12	1
P2551-1	39	20	39	1	12
P2553	1	1	1	1	1
P2553-1	1	1	1	1	1
P2554	10226	10110	1353	449	4
P2554-1	10226	1353	10110	4	449
P2560	28	26	15	9	2
P2560-1	28	15	26	2	9
P2561	5	5	5	1	1
P2561-1	5	5	5	1	1
P2562	1	1	1	1	1
P2562-1	1	1	1	1	1
P2563	2381	706	75	347	15
P2563-1	2381	75	706	15	347
P2564	1675	1658	11	632	2
P2564-1	1675	11	1658	2	632
P2567	1516	874	1013	17	25
P2567-1	1516	1013	874	25	17
P2568	31	29	31	1	2
P2568-1	31	31	29	2	1
P2572	5	5	5	1	1
P2572-1	5	5	5	1	1
P2575	84	73	61	4	5
P2575-1	84	61	73	5	4
P2577	1	1	1	1	1
P2577-1	1	1	1	1	1
P2578	853	586	774	5	25
P2578-1	853	774	586	25	5
P2579	875	772	488	26	6
P2579-1	875	488	772	6	26
P2580	2	2	2	1	1
P2580-1	2	2	2	1	1
P2587	27	1	27	1	27
P2587-1	27	27	1	27	1
P2591	1	1	1	1	1
P2591-1	1	1	1	1	1
P2596	2966	2804	330	1537	12
P2596-1	2966	330	2804	12	1537
P2597	14923	14923	2	8494	1
P2597-1	14923	2	14923	1	8494
P26	98948	90684	90073	30	27
P26-1	98948	90073	90684	27	30
P2614	3753	1563	10	852	7
P2614-1	3753	10	1563	7	852
P2627	2	2	2	1	1
P2627-1	2	2	2	1	1
P2629	429	429	9	157	1
P2629-1	429	9	429	1	157
P263	999	957	878	21	8
P263-1	999	878	957	8	21
P2632	4198	3799	472	1073	8
P2632-1	4198	472	3799	8	1073
P2633	688	685	682	2	2
P2633-1	688	682	685	2	2
P2634	31	21	24	3	5
P2634-1	31	24	21	5	3
P2637	273	273	5	102	1
P2637-1	273	5	273	1	102
P264	203523	183227	6387	7434	14
P264-1	203523	6387	183227	14	7434
P2643	17073	3179	111	943	7
P2643-1	17073	111	3179	7	943
P2647	66	63	52	3	2
P2647-1	66	52	63	2	3
P2650	2175	1493	965	274	10
P2650-1	2175	965	1493	10	274
P2652	329	112	291	12	90
P2652-1	329	291	112	90	12
P2667	18	18	17	2	1
P2667-1	18	17	18	1	2
P2670	12950	9914	2616	5428	38
P2670-1	12950	2616	9914	38	5428
P2673	161	161	155	2	1
P2673-1	161	155	161	1	2
P2674	153	153	146	2	1
P2674-1	153	146	153	1	2
P2675	26	24	24	2	2
P2675-1	26	24	24	2	2
P2679	263	239	241	5	5
P2679-1	263	241	239	5	5
P2680	11	10	11	1	2
P2680-1	11	11	10	2	1
P2681	19	19	19	1	1
P2681-1	19	19	19	1	1
P2682	20	20	20	1	1
P2682-1	20	20	20	1	1
P2684	2619	2614	5	974	3
P2684-1	2619	5	2614	3	974
P2695	3854	3578	1141	72	18
P2695-1	3854	1141	3578	18	72
P2699	2	2	2	1	1
P2699-1	2	2	2	1	1
P27	2980935	2802015	2233	372150	8
P27-1	2980935	2233	2802015	8	372150
P2700	72	20	39	5	17
P2700-1	72	39	20	17	5
P2701	8463	8281	25	8230	3
P2701-1	8463	25	8281	3	8230
P2702	8	7	8	1	2
P2702-1	8	8	7	2	1
P2713	1	1	1	1	1
P2713-1	1	1	1	1	1
P2715	82	80	78	3	3
P2715-1	82	78	80	3	3
P272	61476	55312	4568	2529	14
P272-1	61476	4568	55312	14	2529
P2734	2	2	2	1	1
P2734-1	2	2	2	1	1
P2735	1	1	1	1	1
P2735-1	1	1	1	1	1
P2737	171	148	34	138	12
P2737-1	171	34	148	12	138
P2738	327	317	22	306	5
P2738-1	327	22	317	5	306
P2739	67	50	41	7	3
P2739-1	67	41	50	3	7
P2740	1	1	1	1	1
P2740-1	1	1	1	1	1
P2743	1855	1830	1830	3	3
P2743-1	1855	1830	1830	3	3
P2746	9	8	4	6	2
P2746-1	9	4	8	2	6
P2747	5659	5652	5	2333	2
P2747-1	5659	5	5652	2	2333
P275	25205	24081	235	4876	7
P275-1	25205	235	24081	7	4876
P2756	590	586	4	390	2
P2756-1	590	4	586	2	390
P2758	1282	1154	6	1009	2
P2758-1	1282	6	1154	2	1009
P276	928885	919333	59895	14489	126
P276-1	928885	59895	919333	126	14489
P277	6544	5361	200	1567	9
P277-1	6544	200	5361	9	1567
P2770	38	25	18	9	3
P2770-1	38	18	25	3	9
P2784	36	32	7	8	2
P2784-1	36	7	32	2	8
P2789	55818	14401	17373	376	83
P2789-1	55818	17373	14401	83	376
P279	1923983	1411955	70154	508747	17
P279-1	1923983	70154	1411955	17	508747
P2795	12	12	10	2	1
P2795-1	12	10	12	1	2
P281	5	5	5	1	1
P281-1	5	5	5	1	1
P2812	32	32	32	1	1
P2812-1	32	32	32	1	1
P2813	85	78	85	1	4
P2813-1	85	85	78	4	1
P2817	61206	61200	1308	614	2
P2817-1	61206	1308	61200	2	614
P282	244286	243649	318	226766	6
P282-1	244286	318	243649	6	226766
P2820	31	31	6	14	1
P2820-1	31	6	31	1	14
P2821	10	10	9	2	1
P2821-1	10	9	10	1	2
P2822	11	10	11	1	2
P2822-1	11	11	10	2	1
P2825	147	78	138	3	10
P2825-1	147	138	78	10	3
P2827	178	149	17	44	5
P2827-1	178	17	149	5	44
P2828	16	15	16	1	2
P2828-1	16	16	15	2	1
P2831	8	7	8	1	2
P2831-1	8	8	7	2	1
P2838	69	53	38	10	4
P2838-1	69	38	53	4	10
P2839	14	12	6	6	2
P2839-1	14	6	12	2	6
P2841	3	3	3	1	1
P2841-1	3	3	3	1	1
P2846	615	615	5	412	1
P2846-1	615	5	615	1	412
P2848	276	276	5	269	1
P2848-1	276	5	276	1	269
P2849	88	76	75	6	5
P2849-1	88	75	76	5	6
P2851	271	64	41	39	8
P2851-1	271	41	64	8	39
P2852	577	222	124	114	7
P2852-1	577	124	222	7	114
P2853	518	224	14	139	7
P2853-1	518	14	224	7	139
P2859	1	1	1	1	1
P2859-1	1	1	1	1	1
P286	8397	6159	5249	45	45
P286-1	8397	5249	6159	45	45
P2860	84004251	3786845	7083889	38266	1730
P2860-1	84004251	7083889	3786845	1730	38266
P2868	91401	86709	711	72707	11
P2868-1	91401	711	86709	11	72707
P2869	153	99	127	2	8
P2869-1	153	127	99	8	2
P287	7787	7317	3367	65	13
P287-1	7787	3367	7317	13	65
P2872	225	200	208	6	5
P2872-1	225	208	200	5	6
P2875	2	1	2	1	2
P2875-1	2	2	1	2	1
P2876	4	3	3	2	2
P2876-1	4	3	3	2	2
P2881	419	200	156	14	5
P2881-1	419	156	200	5	14
P2882	1005	393	379	13	28
P2882-1	1005	379	393	28	13
P2888	217	216	217	1	2
P2888-1	217	217	216	2	1
P289	9547	9392	1355	447	3
P289-1	9547	1355	9392	3	447
P2892	2	2	2	1	1
P2892-1	2	2	2	1	1
P2894	6379	6371	9	929	5
P2894-1	6379	9	6371	5	929
P291	65018	64518	5117	10197	9
P291-1	65018	5117	64518	9	10197
P2910	45	45	40	3	1
P2910-1	45	40	45	1	3
P2922	3426	3307	63	201	12
P2922-1	3426	63	3307	12	201
P2925	275	169	207	35	24
P2925-1	275	207	169	24	35
P2935	112	86	30	57	7
P2935-1	112	30	86	7	57
P2936	3128	2801	264	635	31
P2936-1	3128	264	2801	31	635
P2937	312	235	132	100	19
P2937-1	312	132	235	19	100
P2949	62	62	62	1	1
P2949-1	62	62	62	1	1
P2959	18744	17874	17856	59	59
P2959-1	18744	17856	17874	59	59
P296	162	90	131	7	2
P296-1	162	131	90	2	7
P2962	14225	11402	21	5310	5
P2962-1	14225	21	11402	5	5310
P2964	61	61	7	33	1
P2964-1	61	7	61	1	33
P2968	1	1	1	1	1
P2968-1	1	1	1	1	1
P297	1	1	1	1	1
P297-1	1	1	1	1	1
P2974	90	69	59	7	5
P2974-1	90	59	69	5	7
P2975	477	233	297	9	22
P2975-1	477	297	233	22	9
P2976	29	24	29	1	5
P2976-1	29	29	24	5	1
P2977	2	2	2	1	1
P2977-1	2	2	2	1	1
P2978	5826	5731	178	554	4
P2978-1	5826	178	5731	4	554
P298	1	1	1	1	1
P298-1	1	1	1	1	1
P2989	256	43	42	38	18
P2989-1	256	42	43	18	38
P2992	358	353	8	349	4
P2992-1	358	8	353	4	349
P30	45797	45645	14	19123	6
P30-1	45797	14	45645	6	19123
P300	8	8	8	1	1
P300-1	8	8	8	1	1
P3005	126	126	126	1	1
P3005-1	126	126	126	1	1
P301	583694	581804	575368	10	6
P301-1	583694	575368	581804	6	10
P3014	46	39	36	3	3
P3014-1	46	36	39	3	3
P3015	163	72	103	5	4
P3015-1	163	103	72	4	5
P3018	10125	9897	1512	387	4
P3018-1	10125	1512	9897	4	387
P3019	33	25	19	8	6
P3019-1	33	19	25	6	8
P3022	3409	3396	2975	6	2
P3022-1	3409	2975	3396	2	6
P3025	174	89	18	49	7
P3025-1	174	18	89	7	49
P3026	30	14	25	4	16
P3026-1	30	25	14	16	4
P3027	1	1	1	1	1
P3027-1	1	1	1	1	1
P3028	1	1	1	1	1
P3028-1	1	1	1	1	1
P3031	308	308	308	1	1
P3031-1	308	308	308	1	1
P3032	258	226	221	4	4
P3032-1	258	221	226	4	4
P3033	129	110	25	41	5
P3033-1	129	25	110	5	41
P3037	2	2	2	1	1
P3037-1	2	2	2	1	1
P304	374	374	207	19	1
P304-1	374	207	374	1	19
P3050	1	1	1	1	1
P3050-1	1	1	1	1	1
P306	9535	6206	385	2519	27
P306-1	9535	385	6206	27	2519
P3075	122	88	36	22	4
P3075-1	122	36	88	4	22
P3080	42	32	30	4	4
P3080-1	42	30	32	4	4
P3081	21	12	21	1	8
P3081-1	21	21	12	8	1
P3082	59	44	50	7	8
P3082-1	59	50	44	8	7
P3083	18	18	18	1	1
P3083-1	18	18	18	1	1
P3085	277	203	231	11	3
P3085-1	277	231	203	3	11
P3091	355	219	316	3	8
P3091-1	355	316	219	8	3
P3092	5638	294	1596	61	262
P3092-1	5638	1596	294	262	61
P3093	32	32	20	5	1
P3093-1	32	20	32	1	5
P3094	28	28	22	5	1
P3094-1	28	22	28	1	5
P3095	807	765	736	11	4
P3095-1	807	736	765	4	11
P3096	11032	11031	11013	6	2
P3096-1	11032	11013	11031	2	6
P31	46725191	45783598	56394	17489881	45
P31-1	46725191	56394	45783598	45	17489881
P3103	90	18	32	14	19
P3103-1	90	32	18	19	14
P3113	109	75	81	5	4
P3113-1	109	81	75	4	5
P3121	2	2	2	1	1
P3121-1	2	2	2	1	1
P3130	2	2	2	1	1
P3130-1	2	2	2	1	1
P3132	5	5	5	1	1
P3132-1	5	5	5	1	1
P3137	2267	2267	975	56	1
P3137-1	2267	975	2267	1	56
P3148	17	16	17	1	2
P3148-1	17	17	16	2	1
P3150	508	506	275	6	2
P3150-1	508	275	506	2	6
P3156	72	70	5	27	2
P3156-1	72	5	70	2	27
P3158	34	28	17	8	7
P3158-1	34	17	28	7	8
P3161	76	28	16	17	7
P3161-1	76	16	28	7	17
P3173	206	183	140	42	5
P3173-1	206	140	183	5	42
P3174	338	212	193	32	13
P3174-1	338	193	212	13	32
P3179	130	77	122	2	5
P3179-1	130	122	77	5	2
P3189	197	136	89	9	10
P3189-1	197	89	136	10	9
P3190	174	69	119	10	9
P3190-1	174	119	69	9	10
P3192	11	10	11	1	2
P3192-1	11	11	10	2	1
P3195	351	349	7	155	3
P3195-1	351	7	349	3	155
P3205	22	20	17	3	2
P3205-1	22	17	20	2	3
P3216	859	859	7	307	1
P3216-1	859	7	859	1	307
P3259	299	282	13	228	2
P3259-1	299	13	282	2	228
P3261	202	201	69	13	2
P3261-1	202	69	201	2	13
P3262	196	62	195	2	13
P3262-1	196	195	62	13	2
P3263	109	105	27	17	2
P3263-1	109	27	105	2	17
P3264	37	37	30	2	1
P3264-1	37	30	37	1	2
P3274	1	1	1	1	1
P3274-1	1	1	1	1	1
P3275	599	95	245	14	27
P3275-1	599	245	95	27	14
P3279	2097	1994	1655	11	7
P3279-1	2097	1655	1994	7	11
P3294	2	2	1	2	1
P3294-1	2	1	2	1	2
P3295	2	1	2	1	2
P3295-1	2	2	1	2	1
P3300	595	579	336	25	4
P3300-1	595	336	579	4	25
P3301	556	310	276	26	70
P3301-1	556	276	310	70	26
P3306	2109	1948	7	684	3
P3306-1	2109	7	1948	3	684
P3310	252	143	71	8	6
P3310-1	252	71	143	6	8
P3311	1	1	1	1	1
P3311-1	1	1	1	1	1
P3314	10	10	10	1	1
P3314-1	10	10	10	1	1
P3320	665	272	557	10	28
P3320-1	665	557	272	28	10
P3335	9	7	8	2	3
P3335-1	9	8	7	3	2
P3342	775	588	650	12	11
P3342-1	775	650	588	11	12
P3349	79	67	65	4	4
P3349-1	79	65	67	4	4
P3354	620	387	198	23	17
P3354-1	620	198	387	17	23
P3355	147	107	22	91	5
P3355-1	147	22	107	5	91
P3356	1	1	1	1	1
P3356-1	1	1	1	1	1
P3364	11	11	11	1	1
P3364-1	11	11	11	1	1
P3373	223395	85511	86385	68	69
P3373-1	223395	86385	85511	69	68
P3374	61	61	2	32	1
P3374-1	61	2	61	1	32
P3380	2	2	2	1	1
P3380-1	2	2	2	1	1
P3381	28	28	27	2	1
P3381-1	28	27	28	1	2
P3383	1	1	1	1	1
P3383-1	1	1	1	1	1
P3398	5	5	5	1	1
P3398-1	5	5	5	1	1
P3400	1	1	1	1	1
P3400-1	1	1	1	1	1
P3402	1508	1507	6	543	2
P3402-1	1508	6	1507	2	543
P3403	421	413	413	3	3
P3403-1	421	413	413	3	3
P3409	1	1	1	1	1
P3409-1	1	1	1	1	1
P3415	24	24	17	5	1
P3415-1	24	17	24	1	5
P3416	8	8	8	1	1
P3416-1	8	8	8	1	1
P3417	650	650	650	1	1
P3417-1	650	650	650	1	1
P3428	371	371	4	190	1
P3428-1	371	4	371	1	190
P3432	17315	17259	2917	4883	2
P3432-1	17315	2917	17259	2	4883
P3433	1712	1712	330	257	1
P3433-1	1712	330	1712	1	257
P3437	73	50	54	5	5
P3437-1	73	54	50	5	5
P3438	682	566	365	18	11
P3438-1	682	365	566	11	18
P344	68233	64621	8396	503	23
P344-1	68233	8396	64621	23	503
P3440	10	10	6	5	1
P3440-1	10	6	10	1	5
P3441	7	7	1	7	1
P3441-1	7	1	7	1	7
P3447	5	4	3	3	2
P3447-1	5	3	4	2	3
P3448	267	255	245	4	2
P3448-1	267	245	255	2	4
P3450	46684	46654	4200	263	2
P3450-1	46684	4200	46654	2	263
P3451	1	1	1	1	1
P3451-1	1	1	1	1	1
P3460	9	9	8	2	1
P3460-1	9	8	9	1	2
P3461	59	30	24	19	8
P3461-1	59	24	30	8	19
P3463	1	1	1	1	1
P3463-1	1	1	1	1	1
P3464	1	1	1	1	1
P3464-1	1	1	1	1	1
P3469	1	1	1	1	1
P3469-1	1	1	1	1	1
P348	3	3	3	1	1
P348-1	3	3	3	1	1
P3489	1547	1109	13	563	2
P3489-1	1547	13	1109	2	563
P3490	46	23	41	2	7
P3490-1	46	41	23	7	2
P3491	50	25	39	4	9
P3491-1	50	39	25	9	4
P3493	9	9	2	5	1
P3493-1	9	2	9	1	5
P3494	3307	363	907	78	10
P3494-1	3307	907	363	10	78
P3496	393	39	87	20	15
P3496-1	393	87	39	15	20
P3497	3152	355	809	73	10
P3497-1	3152	809	355	10	73
P3499	1	1	1	1	1
P3499-1	1	1	1	1	1
P35	842	663	639	61	14
P35-1	842	639	663	14	61
P3501	479	479	15	307	1
P3501-1	479	15	479	1	307
P3512	85	74	19	29	4
P3512-1	85	19	74	4	29
P3514	9	9	9	1	1
P3514-1	9	9	9	1	1
P352	285842	285841	285842	1	2
P352-1	285842	285842	285841	2	1
P3520	12	12	12	1	1
P3520-1	12	12	12	1	1
P3525	2	2	2	1	1
P3525-1	2	2	2	1	1
P353	20	20	20	1	1
P353-1	20	20	20	1	1
P3532	1	1	1	1	1
P3532-1	1	1	1	1	1
P3533	4	4	4	1	1
P3533-1	4	4	4	1	1
P3547	3	3	3	1	1
P3547-1	3	3	3	1	1
P355	64391	13448	61975	10	160
P355-1	64391	61975	13448	160	10
P356	11329	11329	11319	2	1
P356-1	11329	11319	11329	1	2
P3561	14	14	14	1	1
P3561-1	14	14	14	1	1
P3578	17559	9058	9067	21	21
P3578-1	17559	9067	9058	21	21
P358	4364	4333	4364	1	7
P358-1	4364	4364	4333	7	1
P3592	282	282	44	8	1
P3592-1	282	44	282	1	8
P36	71525	71037	60931	40	9
P36-1	71525	60931	71037	9	40
P360	179745	176019	5868	42640	22
P360-1	179745	5868	176019	22	42640
P3602	28513	20375	857	1180	11
P3602-1	28513	857	20375	11	1180
P361	1361387	972023	159769	32274	104
P361-1	1361387	159769	972023	104	32274
P3610	2370	2253	123	227	3
P3610-1	2370	123	2253	3	227
P3625	1	1	1	1	1
P3625-1	1	1	1	1	1
P3636	16	16	16	1	1
P3636-1	16	16	16	1	1
P3639	24	24	23	2	1
P3639-1	24	23	24	1	2
P364	211643	204808	464	75745	18
P364-1	211643	464	204808	18	75745
P3643	11834	6751	8	6750	5
P3643-1	11834	8	6751	5	6750
P3650	2149	2149	7	482	1
P3650-1	2149	7	2149	1	482
P366	38922	35295	4420	7198	20
P366-1	38922	4420	35295	20	7198
P3674	1	1	1	1	1
P3674-1	1	1	1	1	1
P3679	56	51	50	2	5
P3679-1	56	50	51	5	2
P3680	13	8	13	1	4
P3680-1	13	13	8	4	1
P369	6	4	6	1	3
P369-1	6	6	4	3	1
P37	6234	4974	486	1562	24
P37-1	6234	486	4974	24	1562
P3701	43	41	11	14	2
P3701-1	43	11	41	2	14
P371	8562	6582	5260	63	33
P371-1	8562	5260	6582	33	63
P3712	105	86	90	5	4
P3712-1	105	90	86	4	5
P3716	3213	3199	55	670	2
P3716-1	3213	55	3199	2	670
P3719	43	43	24	19	1
P3719-1	43	24	43	1	19
P3729	395	348	344	4	4
P3729-1	395	344	348	4	4
P373	4658	4656	3882	14	3
P373-1	4658	3882	4656	3	14
P3730	396	354	348	4	4
P3730-1	396	348	354	4	4
P3739	5	5	3	3	1
P3739-1	5	3	5	1	3
P3741	5	3	5	1	3
P3741-1	5	5	3	3	1
P375	5823	5822	180	750	2
P375-1	5823	180	5822	2	750
P376	8766	8766	57	2064	1
P376-1	8766	57	8766	1	2064
P3764	2508	2507	392	68	2
P3764-1	2508	392	2507	2	68
P3772	2	2	2	1	1
P3772-1	2	2	2	1	1
P3773	4	3	4	1	2
P3773-1	4	4	3	2	1
P3774	2	2	2	1	1
P3774-1	2	2	2	1	1
P3776	19	16	10	9	3
P3776-1	19	10	16	3	9
P3777	140	32	110	4	26
P3777-1	140	110	32	26	4
P3780	2440	1323	2400	2	45
P3780-1	2440	2400	1323	45	2
P3781	2513	2511	1363	45	2
P3781-1	2513	1363	2511	2	45
P3795	1	1	1	1	1
P3795-1	1	1	1	1	1
P38	1550	1352	456	132	21
P38-1	1550	456	1352	21	132
P3803	52	51	10	29	2
P3803-1	52	10	51	2	29
P3807	1	1	1	1	1
P3807-1	1	1	1	1	1
P3808	32	32	32	1	1
P3808-1	32	32	32	1	1
P3815	547	547	49	83	1
P3815-1	547	49	547	1	83
P3816	17	16	17	1	2
P3816-1	17	17	16	2	1
P3818	292	292	4	128	1
P3818-1	292	4	292	1	128
P3822	961	242	8	239	7
P3822-1	961	8	242	7	239
P3823	65	64	12	18	2
P3823-1	65	12	64	2	18
P3828	182	141	111	42	6
P3828-1	182	111	141	6	42
P3831	4	3	4	1	2
P3831-1	4	4	3	2	1
P3833	132	132	35	35	1
P3833-1	132	35	132	1	35
P3834	1128	1128	6	472	1
P3834-1	1128	6	1128	1	472
P3842	94	81	74	5	3
P3842-1	94	74	81	3	5
P3858	2198	2178	2186	3	5
P3858-1	2198	2186	2178	5	3
P3869	1	1	1	1	1
P3869-1	1	1	1	1	1
P3871	375	375	2	191	1
P3871-1	375	2	375	1	191
P3876	14605	14605	14597	3	1
P3876-1	14605	14597	14605	1	3
P3878	453	453	117	24	1
P3878-1	453	117	453	1	24
P39	525809	383844	15954	18302	28
P39-1	525809	15954	383844	28	18302
P3902	11	5	11	1	3
P3902-1	11	11	5	3	1
P3912	3798	3783	56	1874	2
P3912-1	3798	56	3783	2	1874
P3919	2067	1515	511	834	23
P3919-1	2067	511	1515	23	834
P3926	1	1	1	1	1
P3926-1	1	1	1	1	1
P3931	258	223	100	28	5
P3931-1	258	100	223	5	28
P3938	129	122	103	17	4
P3938-1	129	103	122	4	17
P395	3	3	3	1	1
P395-1	3	3	3	1	1
P3966	741	481	74	138	9
P3966-1	741	74	481	9	138
P3967	91	88	73	2	2
P3967-1	91	73	88	2	2
P3969	3	3	3	1	1
P3969-1	3	3	3	1	1
P397	1871	1862	840	145	2
P397-1	1871	840	1862	2	145
P3975	509	447	490	3	14
P3975-1	509	490	447	14	3
P398	1872	829	1863	2	145
P398-1	1872	1863	829	145	2
P3984	9	9	9	1	1
P3984-1	9	9	9	1	1
P3985	33	18	22	6	7
P3985-1	33	22	18	7	6
P3989	258	210	116	23	3
P3989-1	258	116	210	3	23
P399	45	42	42	2	2
P399-1	45	42	42	2	2
P3994	3	3	1	3	1
P3994-1	3	1	3	1	3
P3995	1	1	1	1	1
P3995-1	1	1	1	1	1
P40	173979	105734	138483	9	135
P40-1	173979	138483	105734	135	9
P400	52142	27145	708	9017	38
P400-1	52142	708	27145	38	9017
P4000	3033	2991	23	1296	2
P4000-1	3033	23	2991	2	1296
P4002	6750	6750	5	2961	1
P4002-1	6750	5	6750	1	2961
P4004	1	1	1	1	1
P4004-1	1	1	1	1	1
P4006	8	6	8	1	3
P4006-1	8	8	6	3	1
P402	1	1	1	1	1
P402-1	1	1	1	1	1
P4024	53	53	53	1	1
P4024-1	53	53	53	1	1
P403	73110	72733	21051	586	6
P403-1	73110	21051	72733	6	586
P4032	34	28	31	3	3
P4032-1	34	31	28	3	3
P404	28870	20761	60	19504	7
P404-1	28870	60	20761	7	19504
P4043	79	44	62	5	17
P4043-1	79	62	44	17	5
P4044	1315	843	288	54	8
P4044-1	1315	288	843	8	54
P406	471	411	466	2	20
P406-1	471	466	411	20	2
P407	1365002	1345807	842	629581	104
P407-1	1365002	842	1345807	104	629581
P4070	3	2	3	1	2
P4070-1	3	3	2	2	1
P408	2906	2822	494	390	6
P408-1	2906	494	2822	6	390
P4082	2	2	2	1	1
P4082-1	2	2	2	1	1
P4091	48	48	46	2	1
P4091-1	48	46	48	1	2
P4099	12	12	7	4	1
P4099-1	12	7	12	1	4
P41	10	10	10	1	1
P41-1	10	10	10	1	1
P410	55167	51690	774	5285	13
P410-1	55167	774	51690	13	5285
P4100	70	69	22	11	2
P4100-1	70	22	69	2	11
P4101	3364	3363	70	3249	2
P4101-1	3364	70	3363	2	3249
P411	6648	5599	20	3437	5
P411-1	6648	20	5599	5	3437
P412	19013	18639	60	5277	4
P412-1	19013	60	18639	4	5277
P4122	13	13	13	1	1
P4122-1	13	13	13	1	1
P413	260930	255446	250	58817	6
P413-1	260930	250	255446	6	58817
P4132	2051	1328	33	454	10
P4132-1	2051	33	1328	10	454
P414	8615	7846	109	1768	7
P414-1	8615	109	7846	7	1768
P4147	55	55	55	1	1
P4147-1	55	55	55	1	1
P4149	55	55	55	1	1
P4149-1	55	55	55	1	1
P415	433	386	62	162	5
P415-1	433	62	386	5	162
P4151	15	10	9	3	5
P4151-1	15	9	10	5	3
P4159	21	21	21	1	1
P4159-1	21	21	21	1	1
P416	2	2	1	2	1
P416-1	2	1	2	1	2
P417	10141	9123	768	1327	7
P417-1	10141	768	9123	7	1327
P4174	1	1	1	1	1
P4174-1	1	1	1	1	1
P4175	1	1	1	1	1
P4175-1	1	1	1	1	1
P418	30	30	27	2	1
P418-1	30	27	30	1	2
P4185	53	25	48	3	8
P4185-1	53	48	25	8	3
P4195	2202	2195	2198	2	4
P4195-1	2202	2198	2195	4	2
P4202	6750	6750	1	6750	1
P4202-1	6750	1	6750	1	6750
P4204	2	2	2	1	1
P4204-1	2	2	2	1	1
P421	1778918	1430535	185	768736	29
