index	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	CLUSTER	TABLE	ROW	COL1	COL2	NAME_COL1	NAME_COL2	ENTITY_COL1	PREDICATE	ENTITY_COL2	origin	VALIDATION
46468	33061920	3	35	4	8.75	40	-1	1	34	34	1.0	1	34	0.029411764705882353	34	34	0.0005512017644397454	0.0018899563114283854	0.0012047366507678284	1.568771324607613	1	1	1.0	0	17	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	29	1629	0	0	334884	334884	14832	75404	334872	329623	779	768	729	459040	0.00232993450092985	0.0015880968978738237	0.002326261974724671	1	23472	111464	6	704286.3	8	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Rick_Pasqualone :Q3935016	P162-1 :producer@en	https://en.wikipedia.org/wiki/Space_Chimps_(video_game) :Q7572290	t	0
46240	41542129	1	40	3	13.333333333333334	39	-1	1	33	33	1.0	1	33	0.030303030303030304	33	33	1.4109856547316356e-05	9.603876043119198e-05	5.3271113624952145e-05	1.8028299747465295	1	1	1.0	0	18	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	4	176	0	0	42162	42162	5270	29140	42160	41388	1	1	1	69576	2.4161592732192905e-05	1.4372772220305852e-05	2.3719165085388994e-05	1	7040	13150	22	226017.1	16	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Kim_Sang-ho_(actor) :Q6409308	P2515-1 :costume designer@en	https://en.wikipedia.org/wiki/His_Last_Gift :Q19483753	t	0
39929	0	1	3	4	0.75	1	-1	3	1	1	1.0	1	1	1.0	1	1	0.015159577453917012	0.0006644300869494791	0.010310252037126074	0.06444363188765319	1	1	1.0	0	15	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	6	-1	1	0	0	14081	11	0	0	20547	20547	6344	8640	20543	17876	3	1	3	459040	5.594092638174088e-05	6.535378180550715e-06	0.0001460351457917539	1	23472	1055	6	620463.1	2	-1	3	protag_article@3	note@3	https://en.wikipedia.org/wiki/Fern_Sutherland :Q16832112	P69 :educated at@en	https://en.wikipedia.org/wiki/John_Callen :Q1108011	t	0
40169	0	1	66	37	1.7837837838	6917	26	22	11	11	1	7	7	1	11	8	0.0086330262	0.0085427318	0.0047687349	1.7914042372	1	1	1	10	10	0	0	0	0	0	3	0.0454545455	3	0.2727272727	1	0.125	0	0	1	1	0	0	1	1	1	1	36	16	1	1	41	41	18	16	40	23	6	1	3	310	0.0434782609	0.0096774194	0.15	1	12	6	21253	962272.1	60	26	22	4__or-4@3	6__or-5@3	https://en.wikipedia.org/wiki/Lance_Corporal :Q1463070	P156 :followed by@en	https://en.wikipedia.org/wiki/Corporal :Q17378201	f	1
46563	51549160	2	18	4	4.5	14	2	1	14	14	1.0	14	14	1.0	14	14	0.002894945041235073	0.0035748610233734797	0.011541225455364158	0.3097470920396887	1	1	1.0	9	11	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	1	0	3	1	1	0	0	579	514	4	0	12201	11537	4746	8056	13287	10553	5	4	5	28627	0.0003790391357907704	0.00017466028574422747	0.0003763076691502973	1	2280	9248	84	38793.2	10	2	1	artist@3	titl@3	https://en.wikipedia.org/wiki/Aaron_Neville :Q302400	P161-1 :cast member@en	https://en.wikipedia.org/wiki/It_Came_Upon_a_Midnight_Clear :Q1094974	t	0
46729	0	1	109	7	15.5714285714	679	0	5	74	170	0.4352941176	9	129	0.0697674419	170	135	9.05782896311469E-05	0.0002299295	0.0001284935	1.7894252181	1	1	1	9	95	0	0	0	0	0	1	0.0091743119	1	0.0058823529	1	0.0074074074	0	0	0	1	0	22	1	1	1	1	11	163	0	0	2129	4488	311	2505	4489	3123	19	15	19	2917	0.004803074	0.0065135413	0.0042325685	1	60	1071	4185	341499.1	39	0	5	counti@3	destin@3	https://en.wikipedia.org/wiki/Queen_Anne%27s_County,_Maryland :Q511150	P177-1 :crosses@en	https://en.wikipedia.org/wiki/Maryland_Route_18 :Q2305670	f	0
46451	67459836	3	9	6	1.5	6	-1	1	6	6	1.0	1	2	0.5	6	2	0.002894945041235073	0.0035748610233734797	0.011541225455364158	0.3097470920396887	1	1	1.0	0	14	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	-1	0	4	-1	1	0	1	579	514	0	0	3317	3317	425	627	3317	2157	1	1	1	5778	0.0004636068613815484	0.00017307026652821047	0.00030147723846849563	1	497	19	482	44671.3	5	-1	1	protag_article@3	award@3	https://en.wikipedia.org/wiki/The_Advisors_Alliance :Q28416283	P161-1 :cast member@en	https://en.wikipedia.org/wiki/Macau_International_Television_Festival :Q30634898	t	0
46456	2760112	34	6	6	1.0	14	1	2	2	2	1.0	2	2	1.0	2	2	0.0005451734046764957	0.0035891237731031974	0.0027313617735845296	1.3140418848261814	1	1	1.0	10	10	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	1	0	0	1	1	0	0	69	9175	0	0	94343	95267	698	20313	95498	23722	3	2	3	635525	8.430992327796982e-05	4.720506667715668e-06	3.141427045592578e-05	1	81277	63434	0	81710.34	4	1	2	2__parti@3	candid@3	https://en.wikipedia.org/wiki/Australian_Labor_Party :Q216082	P463-1 :member of@en	https://en.wikipedia.org/wiki/Myles_Ferricks :Q6947670	t	1
47123	0	1	54	5	10.8	114	-1	1	42	42	1	1	42	0.0238095238	42	42	0.002894945	0.003574861	0.0115412255	0.309747092	1	1	1	0	17	0	1	0	0	0	8	0.1481481481	8	0.1904761905	8	0.1904761905	1	0	1	1	0	0	-1	1	0	0	579	514	9	3	16842	16842	748	10460	16839	16737	9666	9640	9480	36416	0.5759694091	0.2603251318	0.5740245858	1	808	9831	276	142755.1	49	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Richard_Lewis_(comedian) :Q331587	P161-1 :cast member@en	https://en.wikipedia.org/wiki/Curb_Your_Enthusiasm :Q23722	f	1
39938	0	2	18	4	4.5	19	3	1	3	3	1.0	3	2	1.5	3	3	1.0	0.0012317511611909576	0.5562241248957747	0.002214487121395109	1	1	1.0	35	32	1	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	0	0	26	16	1	1	0	0	17489881	45	1	0	27176	19999	10574	10160	26509	22141	2	2	2	459040	9.033015672282192e-05	4.3569187870338096e-06	7.54460749179524e-05	1	23472	10832	6	957691.2	17	3	1	note@3	titl@3	https://en.wikipedia.org/wiki/Titanic_(musical) :Q1416989	P31 :instance of@en	https://en.wikipedia.org/wiki/Tony_Awards :Q191874	t	0
46257	39189	1	83	4	20.75	233	-1	3	77	77	1.0	1	69	0.014492753623188406	77	69	0.008723342363787136	0.00883421176291125	0.004877729342530534	1.8111320129804738	1	1	1.0	0	10	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	15	56	0	0	42538	42538	917	5304	42478	37057	1	1	1	64845	2.6985454839841324e-05	1.5421389467190994e-05	2.354159800367249e-05	1	1138	10	198	708697.1	73	-1	3	protag_article@3	venu@3	https://en.wikipedia.org/wiki/Summer_Tour_2004_(Van_Halen) :Q7913371	P155-1 :follows@en	https://en.wikipedia.org/wiki/Bradley_Center :Q737976	t	0
46438	73400772	18	12	8	1.5	260	3	2	12	12	1.0	8	8	1.0	12	8	0.0036611364620141914	0.0006337422410532261	0.004055461431350659	0.15626883692052773	1	1	1.0	11	88	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	1	0	1	1	1	0	0	10404	290	0	0	2126	2142	261	76	2142	270	28	1	28	2692	0.003703703703703704	0.010401188707280832	0.013071895424836602	1	231	1939	1071	328674.18	2	3	2	captain_1@3	team_1@3	https://en.wikipedia.org/wiki/Brendan_McCullum :Q3345051	P1344 :participant of@en	https://en.wikipedia.org/wiki/New_Zealand_national_cricket_team :Q1143797	t	0
46592	72546755	1	97	4	24.25	93	-1	1	90	90	1.0	1	90	0.011111111111111112	90	90	0.00016130230743333017	6.934797916057188e-05	0.00022397676041418428	0.30962131532008763	1	1	1.0	0	82	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	19	-1	1	0	0	199	119	0	0	3607	3607	230	3303	3607	3485	7	7	7	4916	0.0020086083213773313	0.0014239218877135883	0.0019406709176601053	1	265	1488	931	459034.1	41	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Pat_O%27Brien_(actor) :Q1790788	P725-1 :voice actor@en	https://en.wikipedia.org/wiki/The_Great_O%27Malley :Q7737871	t	0
40077	0	1	33	4	8.25	43	-1	1	31	31	1.0	1	30	0.03333333333333333	31	30	7.354162073500645e-05	0.00015981705937571792	9.269768978715137e-05	1.7240673391395545	1	1	1.0	0	18	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	13	65	0	0	603	603	23	472	603	551	1	1	1	823	0.0018148820326678765	0.001215066828675577	0.001658374792703151	1	23	274	11036	243533.1	30	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Toru_Minegishi :Q4346784	P287-1 :designed by@en	https://en.wikipedia.org/wiki/Mario_Party:_Star_Rush :Q24706266	t	0
46616	92786839	1	108	5	21.6	118	2	1	108	108	1.0	108	105	1.0285714285714285	108	108	0.20556027510113994	3.293755986587161e-05	0.1123884671026946	0.0002930688594210919	1	1	1.0	9	9	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	1	0	0	1	1	0	0	846719	70	1	0	578	581	375	365	581	379	2	1	2	819	0.002638522427440633	0.002442002442002442	0.0034423407917383822	1	8	549	32378	957223.1	99	2	1	airport@3	citi@3	https://en.wikipedia.org/wiki/Lom%C3%A9-Tokoin_Airport :Q1431925	P17 :country@en	https://en.wikipedia.org/wiki/Lom%C3%A9 :Q3792	t	0
40032	0	2	4	4	1.0	9	3	1	1	1	1.0	1	1	1.0	1	1	0.0011855337363393763	0.0060814136975429495	0.003456360797741057	1.7594846294743085	1	1	1.0	142	16	1	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	0	1	121	0	1	1	0	0	56	621	0	0	998	733	537	590	999	966	1	1	1	7947	0.0010351966873706005	0.00012583364791745311	0.001001001001001001	1	418	196	583	63426.2	1	3	1	note@3	titl@3	https://en.wikipedia.org/wiki/The_British_Soap_Awards :Q7720205	P175-1 :performer@en	https://en.wikipedia.org/wiki/Hollyoaks :Q1585857	t	0
46586	39270	1	45	8	5.625	270	-1	4	45	45	1.0	1	5	0.2	45	5	0.003844586439012504	0.00012816817061865694	0.002139713143802687	0.05989969776550381	1	1	1.0	0	9	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	-1	0	0	-1	1	0	0	42640	22	0	1	1146	1146	17	8	1146	64	9	2	9	1801	0.03125	0.004997223764575236	0.007853403141361256	1	22	9	11664	683214.1	18	-1	4	protag_article@3	class**class@3	https://en.wikipedia.org/wiki/List_of_places_in_Arizona_(N) :Q28455026	P360 :is a list of@en	https://en.wikipedia.org/wiki/Unincorporated_area :Q269528	t	0
46222	39255	1	53	5	10.6	270	-1	1	48	48	1.0	1	18	0.05555555555555555	48	18	0.007552770317439883	0.0004073074379169588	0.008743152772113879	0.04658587680362377	1	1	1.0	0	9	0	0	0.0	0.5	0.5	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	29069	78	4	2	408	408	35	79	408	182	7	4	7	442	0.02197802197802198	0.01583710407239819	0.01715686274509804	1	35	7	7176	153878.1	40	-1	1	protag_article@3	award@3	https://en.wikipedia.org/wiki/Bob_Fosse :Q313256	P166 :award received@en	https://en.wikipedia.org/wiki/New_York_Film_Critics_Circle :Q226003	t	0
46745	0	4	23	8	2.875	203	5	4	16	16	1	14	13	1.0769230769	16	16	5.67888963204683E-06	5.67888963204683E-06	7.30439225033981E-05	0.0777462305	1	1	1	146	147	0	0	0	0	0	7	0.3043478261	7	0.4375	7	0.4375	0	0	0	0	11	11	1	1	0	0	195	195	0	0	492	489	174	147	500	371	208	109	208	695	0.2938005391	0.2992805755	0.416	1	35	208	6997	720211.4	8	5	4	second@3	winner@3	https://en.wikipedia.org/wiki/Inna_Stepanova :Q891607	P530 :diplomatic relation@en	https://en.wikipedia.org/wiki/Victoriya_Koval :Q7929938	f	0
40028	0	1	14	5	2.8	26	-1	1	11	11	1.0	1	11	0.09090909090909091	11	11	0.0035748610233734797	0.002894945041235073	0.011541225455364158	0.2508351519889557	1	1	1.0	0	11	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	0	0	3	-1	1	0	0	514	579	0	0	2059	2059	389	1575	2049	1823	1	1	1	5710	0.0005485463521667581	0.00017513134851138354	0.0004880429477794046	1	475	443	510	1060393.1	9	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Gold_Vol._2 :Q1606599	P161 :cast member@en	https://en.wikipedia.org/wiki/Mon_ami_m%27a_quitt%C3%A9e :Q6897587	t	0
46790	0	3	17	8	2.125	48	5	2	16	16	1	9	12	0.75	16	16	0.0003374571	0.0002825684	0.0002078228	1.359660351	1	1	1	10	10	0	0	0	0	0	6	0.3529411765	6	0.375	6	0.375	0	0	1	1	0	0	1	1	0	0	147	38	1	2	123	123	35	65	123	84	40	20	39	170	0.2380952381	0.2294117647	0.325203252	1	10	40	25170	836036.3	6	5	2	game_site@3	oppon@3	https://en.wikipedia.org/wiki/RCA_Dome :Q2092780	P466 :occupant@en	https://en.wikipedia.org/wiki/New_England_Patriots :Q193390	f	0
39927	0	2	4	4	1.0	4	-1	1	4	4	1.0	1	4	0.25	4	4	0.007407783896757087	0.010051503597423688	0.013510804352032137	0.7439604138677249	1	1	1.0	0	18	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	484	12798	0	5	334884	334884	14832	75404	334872	329623	5	5	5	459040	1.516884440709538e-05	1.0892296967584524e-05	1.4931078143290571e-05	1	23472	111464	6	912549.2	4	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Randall_Bacon :Q49561495	P527-1 :has part@en	https://en.wikipedia.org/wiki/Agents_of_SHIELD :Q537911	t	0
46394	89383864	18	12	5	2.4	31	2	1	1	1	1.0	1	1	1.0	1	1	2.9115230305840095e-05	7.625001425182879e-05	4.999746977090481e-05	1.5250774609438578	1	1	1.0	9	9	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	1	0	0	1	1	0	0	217	57	0	0	464	462	331	460	464	463	4	4	4	692	0.008639308855291577	0.005780346820809248	0.008620689655172414	1	22	24	11517	226759.18	3	2	1	champion@3	tournament@3	https://en.wikipedia.org/wiki/Amicale_FC :Q246580	P2522 :victory@en	https://en.wikipedia.org/wiki/2015_Port_Vila_Shield :Q20647783	t	1
40031	0	7	23	8	2.875	360	7	1	23	23	1.0	21	5	4.2	23	21	6.487039310453495e-06	6.967560740857458e-06	4.737855468766693e-06	1.470614877720442	1	1	1.0	10	101	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	0	1	0	8	1	1	0	0	4	5	0	2	12444	10945	1849	42	11381	2013	13	1	13	11106	0.0004967709885742673	0.0011705384476859355	0.0011422546349178456	1	419	10825	582	625305.7	15	7	1	birthplac@3	nat@3	https://en.wikipedia.org/wiki/Saskatoon :Q10566	P807-1 :separated from@en	https://en.wikipedia.org/wiki/Canada :Q16	t	0
46289	39163	1	88	7	12.571428571428571	107	5	6	4	5	0.8	2	4	0.5	5	4	0.0013308477852701746	0.001551581856891195	0.0008514450060390396	1.822292509658637	1	1	1.0	9	130	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	122	1	1	0	0	9	40	1	0	7092	11742	3098	4488	11775	9629	7	7	7	63718	0.0007269706096167827	0.0001098590665118177	0.00059447983014862	1	1999	523	102	354702.1	12	5	6	citi_or_town@3	descript@3	https://en.wikipedia.org/wiki/Sierra_Blanca,_Texas :Q975912	P36-1 :capital@en	https://en.wikipedia.org/wiki/10th_Cavalry_Regiment_(United_States) :Q4547016	t	0
46521	17686866	1	23	4	5.75	142	-1	3	19	19	1.0	1	19	0.05263157894736842	19	19	0.20556027510113994	3.293755986587161e-05	0.1123884671026946	0.0002930688594210919	1	1	1.0	0	23	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	846719	70	1	0	193719	193719	9068	67846	193710	157006	271	62	271	496578	0.00039488936728532666	0.0005457350104112546	0.0013989985029167313	1	51229	16409	4	16406.1	20	-1	3	protag_article@3	player@3	https://en.wikipedia.org/wiki/2012_Gangwon_FC_season :Q4625648	P17 :country@en	https://en.wikipedia.org/wiki/Kim_Tae-Min :Q6409479	t	0
40083	0	1	103	6	17.166666666666668	590	-1	2	90	90	1.0	1	50	0.02	90	50	0.00029372964527602224	0.0013536507113311627	0.000766520732385317	1.7659675128665735	1	1	1.0	0	22	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	10	160	0	0	446	446	11	215	446	359	1	1	1	501	0.002785515320334262	0.001996007984031936	0.002242152466367713	1	11	8	22967	630591.1	59	-1	2	protag_article@3	2__minist**prime_minist_offic@3	https://en.wikipedia.org/wiki/Persson_Cabinet :Q4570330	P355 :subsidiary@en	https://en.wikipedia.org/wiki/Erik_%C3%85sbrink :Q5388933	t	0
46591	37288107	1	13	4	3.25	51	3	1	4	4	1.0	4	1	4.0	4	4	5.67888963204683e-06	5.67888963204683e-06	7.304392250339808e-05	0.07774623045172091	1	1	1.0	23	53	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	0	1	0	0	1	1	0	0	195	195	0	40	166558	91939	33304	214	151145	41379	6766	756	5104	128211	0.018270137026027696	0.03980937673054574	0.04476496079923253	1	15596	111799	9	566066.1	1	3	1	player@3	spancol@4	https://en.wikipedia.org/wiki/Leandro_Garcia :Q3829239	P530-1 :diplomatic relation@en	https://en.wikipedia.org/wiki/Argentina :Q414	t	0
46415	34441010	1	80	4	20.0	73	-1	1	72	72	1.0	1	72	0.013888888888888888	72	72	1.6381412400135088e-06	1.659983123213689e-06	1.0475660332951483e-06	1.584609533388712	1	1	1.0	0	18	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	-1	1	0	0	-1	1	0	0	5	6	0	0	334884	334884	14832	75404	334872	329623	1	1	1	459040	3.0337688814190756e-06	2.1784593935169048e-06	2.9862156286581144e-06	1	23472	111464	6	1014174.1	13	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Cloris_Leachman_credits :Q17087039	P2849-1 :produced by@en	https://en.wikipedia.org/wiki/Happy_Mother%27s_Day,_Love_George :Q17093983	t	0
46250	39124	1	38	4	9.5	35	-1	1	31	31	1.0	1	31	0.03225806451612903	31	31	2.95520679698437e-05	0.00022082143915382098	0.00012173193473268395	1.813997614009271	1	1	1.0	0	17	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	4	449	0	0	334884	334884	14832	75404	334872	329623	2	2	2	459040	6.067537762838151e-06	4.3569187870338096e-06	5.972431257316229e-06	1	23472	111464	6	381282.1	20	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Daniel_von_Bargen :Q1163293	P2554-1 :production designer@en	https://en.wikipedia.org/wiki/New_York_Undercover :Q39719	t	0
46317	39175	1	20	3	6.666666666666667	18	-1	1	18	18	1.0	1	18	0.05555555555555555	18	18	9.457535425677991e-06	1.2537240956903387e-05	7.213920638373408e-06	1.7379233270481722	1	1	1.0	0	16	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	9	10	0	0	6440	6440	801	5474	6432	6203	1	1	1	13738	0.00016121231662098983	7.279079924297569e-05	0.0001554726368159204	1	1607	1203	135	205398.1	8	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Sam_Nixon :Q16212412	P2438-1 :narrator@en	https://en.wikipedia.org/wiki/Sam_and_Mark%27s_Guide_to_Dodging_Disaster :Q7408383	t	0
39920	0	4	5	4	1.25	35	-1	1	5	5	1.0	1	2	0.5	5	2	0.0040745159434608	0.0006893735175640849	0.002248957615252114	0.30653024000490303	1	1	1.0	0	53	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	6453	17	0	5	489751	489751	9344	251	489751	64165	153	10	153	496578	0.00015584820384945063	0.0003081086959148412	0.0003124036500180704	1	51229	186113	4	729598.4	3	-1	1	protag_article@3	spancol@4	https://en.wikipedia.org/wiki/List_of_Iranian_football_transfers_winter_2017%E2%80%9318 :Q39086606	P159 :headquarters location@en	https://en.wikipedia.org/wiki/Armenia :Q399	t	0
39956	0	2	23	6	3.8333333333333335	28	-1	1	20	20	1.0	1	9	0.1111111111111111	20	9	0.005804152832199864	0.00014053067650995888	0.003491966138713623	0.0402439974866789	1	1	1.0	0	10	0	0	0.0	0.3157894736842105	0.3157894736842105	0	0.0	0	0.0	0	0.0	1	2	0	-1	0	0	-1	1	0	0	23659	10	0	351	62504	62504	3663	731	62503	21035	178	89	178	76423	0.004231043498930354	0.0023291417505201316	0.002847863302561477	1	9586	179	14	631464.2	30	-1	1	protag_article@3	2__parti@3	https://en.wikipedia.org/wiki/Haveri_(Lok_Sabha_constituency) :Q4628043	P102 :member of political party@en	https://en.wikipedia.org/wiki/Independent_(politician) :Q327591	t	0
46462	29246537	3	16	5	3.2	11	-1	1	11	11	1.0	1	11	0.09090909090909091	11	11	0.0004073074379169588	0.007552770317439883	0.008743152772113879	0.8638497478311602	1	1	1.0	0	17	0	1	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	-1	1	0	0	78	29069	0	0	334884	334884	14832	75404	334872	329623	1	1	1	459040	3.0337688814190756e-06	2.1784593935169048e-06	2.9862156286581144e-06	1	23472	111464	6	284875.3	14	-1	1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Shota_Matsuda :Q1143670	P166-1 :award received@en	https://en.wikipedia.org/wiki/Initiation_Love :Q11286901	t	0
40003	0	2	50	5	10.0	527	1	4	39	39	1.0	36	9	4.0	39	37	0.0028268857331833117	0.00177410696293463	0.0015467312481602866	1.1470040222209184	1	1	1.0	11	10	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	0	0	0	1	1	0	0	134	6	0	0	11724	13888	3259	3012	14008	9567	2	2	2	51480	0.00020905194940942825	3.885003885003885e-05	0.00014277555682467162	1	1413	455	163	383385.2	43	1	4	director@3	note@3	https://en.wikipedia.org/wiki/Harry_Beaumont :Q669045	P22 :father@en	https://en.wikipedia.org/wiki/MGM :Q179200	t	0
39911	0	1	12	4	3.0	73	3	1	13	12	1.0833333333333333	13	5	2.6	13	13	0.003489655837009577	0.02123081283388868	0.016206167947381615	1.3100452187599896	1	1	1.0	23	53	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	1	1	0	0	104	32274	0	1	701874	398961	78977	233	640802	100984	10	1	10	496578	9.902558821199399e-06	2.013782326240792e-05	1.5605444427451848e-05	1	51229	485435	4	362788.1	9	3	1	player@3	spancol@4	https://en.wikipedia.org/wiki/Vivianne_Miedema :Q2754626	P361-1 :part of@en	https://en.wikipedia.org/wiki/Netherlands :Q55	t	0
46225	87663649	1	22	13	1.6923076923076923	101	2	1	16	16	1.0	8	14	0.5714285714285714	16	14	0.003489655837009577	0.02123081283388868	0.016206167947381615	1.3100452187599896	1	1	1.0	9	9	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	1	1	0	0	1	1	1	0	104	32274	0	0	237	237	48	161	237	161	5	4	3	408	0.024844720496894408	0.007352941176470588	0.02109704641350211	1	33	185	7532	87589.1	7	2	1	leagu**divi@3	season**season@2	https://en.wikipedia.org/wiki/Swiss_Super_League :Q202699	P361-1 :part of@en	https://en.wikipedia.org/wiki/2011%E2%80%9312_Swiss_Super_League :Q132343	t	1
46347	39233	1	103	6	17.166666666666668	374	0	1	56	56	1.0	27	27	1.0	56	27	6.66832694101499e-05	0.0001130317455609321	6.533002716731561e-05	1.7301652924687823	1	1	1.0	10	10	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	2	1	0	0	0	1	1	1	1	10	166	1	0	5153	5153	101	518	5122	522	17	1	17	8054	0.0019157088122605363	0.002110752421157189	0.0033190160093713394	1	132	1615	1902	170594.1	98	0	1	award@3	date_of_ceremoni@2	https://en.wikipedia.org/wiki/Toronto_Film_Critics_Association :Q147906	P1027-1 :conferred by@en	https://en.wikipedia.org/wiki/Toronto_Film_Critics_Association_Awards_2017 :Q47344659	t	1
46510	39033	9	12	6	2.0	25	-1	1	10	10	1.0	1	6	0.16666666666666666	10	6	0.02123081283388868	0.003489655837009577	0.016206167947381615	0.21532887036218767	1	1	1.0	0	10	0	0	0.0	0.5714285714285714	0.5714285714285714	0	0.0	0	0.0	0	0.0	1	2	-1	1	0	0	-1	1	0	0	32274	104	0	0	507980	507980	9807	1385	507970	75859	3	1	3	635525	1.3182351467854835e-05	4.720506667715668e-06	5.905860582317853e-06	1	81277	817	0	146605.9	6	-1	1	protag_article@3	2__parti@3	https://en.wikipedia.org/wiki/Results_of_the_Queensland_state_election,_1977_(M-Z) :Q7316439	P361 :part of@en	https://en.wikipedia.org/wiki/Progress_Party_(Australia) :Q7248572	t	0
46385	39054	45	7	6	1.1666666666666667	12	-1	2	2	2	1.0	1	2	0.5	2	2	1.0702522768088257e-05	9.763321790480512e-06	6.059217169854892e-06	1.6113173561518555	1	1	1.0	0	10	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	1	2	0	-1	0	0	-1	1	0	1	14	3	0	0	258342	258342	9774	20178	258318	72042	3	1	3	635525	1.3880791760362012e-05	4.720506667715668e-06	1.161359254871902e-05	1	81277	2402	0	169107.45	12	-1	2	protag_article@3	candid@3	https://en.wikipedia.org/wiki/Neath_Port_Talbot_County_Borough_Council_election,_2012 :Q20713174	P3975-1 :secretary general@en	https://en.wikipedia.org/wiki/Voter_turnout :Q1339847	t	0
40227	0	1	137	9	15.2222222222	1485	1	6	133	134	0.9925373134	130	132	0.9848484848	128	128	0.0018677213	0.0018868111	0.0026593297	0.7095062628	1	1	1	9	9	0	0	0	0	0	1	0.0072992701	1	0.0078125	1	0.0078125	0	0	1	1	0	0	1	1	0	0	68	69	0	0	133	134	130	132	128	128	1	1	1	137	0.0078125	0.0072992701	0.0078125	1	1	2	299051	851499.1	119	1	6	incumb@3	winner_of_by-elect@3	https://en.wikipedia.org/wiki/William_Plain :Q8016948	P3373 :sibling@en	https://en.wikipedia.org/wiki/Robert_Purnell :Q23620535	f	0
